subcode,SSRT_motorsel,SSRT_stimsel,SSRT_high,SSRT_low,lack_of_perseverance,lack_of_premeditation,negative_urgency,positive_urgency,sensation_seeking
s019,-0.775524594187113,-0.15363047371483096,-1.246061697154556,-0.2871299394680899,-0.9012590677510603,-0.6700345855491187,-0.8968068741365695,-0.7186559770404469,0.03385580683049995
s023,0.9459613456879317,0.20465912726252003,1.2047580883012903,0.9737003669227788,-0.5467889741585932,-0.6700345855491187,-0.09029353949224253,-0.4803114040975209,-0.20313484120990452
s025,-0.5198583654929441,0.6985869343217194,-0.06329087785061073,-0.3534894292787071,1.7572666341924434,0.22825954098499013,1.3883142407427915,1.307272893808633,-0.4401254893925028
s028,0.008518507142158663,-0.9828149788314745,0.5151174224993792,-0.8843653477582156,0.3393862598225749,0.5875771915195837,0.8506386842057049,0.7114114611176342,0.5078371031956971
s030,-2.0246367400929097,-0.27647262262100036,-1.4574031915132062,-1.451437351588641,0.5166213066188087,0.9468948420541776,0.17854423877630043,0.830583747755939,0.7448277512361009
s031,0.7316886968770936,-0.35324896568735625,0.0368182510561183,-0.3806364932918946,0.5166213066188087,1.1265536673214742,0.17854423877630043,0.7114114611176342,0.8633230753984975
s032,-1.0190162405615382,-0.16898574232810215,-1.1719067868540167,-1.3488817764289167,-1.4329642081397613,-0.8496934108164153,-1.300063541458733,-0.9570005501502146,-1.1510974337981037
s033,1.4426843042937456,0.44266579076822327,0.5151174224993792,0.27390938347111915,-0.015083833769892245,-0.13105810954960342,-0.6279690958680262,-0.0036222578779855435,0.03385580683049995
s035,1.3233733975693132,1.545685919487691,-0.526759067232874,0.8379650468568411,1.225561493803743,-0.49037576028182167,0.3129631278299209,-0.4803114040975209,-1.032602109777902
s036,-0.8583117539537748,0.3556526019591748,1.0379095401234086,-0.3323750461567358,0.16215121302634114,0.7672360167868802,0.17854423877630043,1.1881006071703284,0.8633230753984975
s038,0.1911372419237079,0.634606648434113,-0.30800208184483724,-0.5646332604911816,-1.2557291613435275,-1.3886698866183058,-0.09029353949224253,-0.9570005501502146,-1.625078730021106
s039,0.6318571218636669,-1.7326639294457051,0.6856737161930664,1.1818278576905499,0.5166213066188087,0.22825954098499013,-0.35913131776078583,-0.8378282635119102,-1.625078730021106
s040,-0.9630131618956832,-0.4709726917214117,-0.5823752499588346,-1.0231170082706662,1.7572666341924434,2.563824269657473,0.3129631278299209,0.7114114611176342,0.15235113099289596
s041,0.3153179815751614,-1.7864073695921543,-0.6416991782006006,0.22866427678247328,-0.724024020954827,-1.3886698866183058,-0.493550206814406,-0.8378282635119102,0.03385580683049995
s042,0.5393302962400415,0.3505341790885962,0.4187160391084557,1.2632690497301124,0.5166213066188087,-0.3107169348169,-0.09029353949224253,-0.8378282635119102,0.03385580683049995
s043,0.2836640675458726,0.890527791987609,-1.4870651556352013,-0.34745674838568125,0.6938563534150425,0.9468948420541776,-0.09029353949224253,-0.9570005501502146,0.5078371031956971
s044,-0.8997053338385664,-0.49656480607737546,0.5447793866213744,0.27994206436233543,-1.2557291613435275,-1.3886698866183058,-0.09029353949224253,-0.9570005501502146,-1.3880880819807022
s046,1.079881751193427,2.213640104164987,1.7127192238665463,1.1245173892176619,0.5166213066188087,0.22825954098499013,-0.09029353949224253,0.5922391746461714,-0.5586208134127046
s047,-0.49550920085491723,-0.23808445108782245,-0.4303576838419505,-0.6128947076263404,-1.0784941145472942,0.40791836625228667,-1.5689013197272763,-0.5994836905689841,1.6927903438243002
s048,-0.6148201075793496,-1.4102032885670104,-0.6342836871689896,-0.745613687245765,2.111736727784911,-1.3886698866183058,-0.35913131776078583,-0.8378282635119102,-1.1510974337981037
s049,-1.4012981253714014,-0.9469860187328182,-0.8011322353468714,-0.7305319850168196,0.16215121302634114,-0.3107169348169,-0.09029353949224253,-0.12279454451628997,-0.7956114615953033
s051,-0.9654480783599242,-0.5503082462238246,-0.3246869366626254,-1.1317052643234164,-1.0784941145472942,-1.0293522360837122,-1.1656446524051127,-1.0761728366216778,0.03385580683049995
s052,-0.3421094636384159,-0.06661728490578252,0.27782170953676366,0.5393473427117783,0.3393862598225749,0.5875771915195837,-0.09029353949224253,-0.8378282635119102,-0.32163016537230055
s053,1.2941544000042653,-0.11012387930953908,0.9118461926127142,-0.23585215188822775,1.7572666341924434,0.22825954098499013,-0.22471242854586268,0.23472231506494054,-1.032602109777902
s054,-0.6245597734333918,-0.7013017209204794,3.637039146184782,-0.40778355730508214,1.4027965405999767,0.5875771915195837,1.3883142407427915,0.830583747755939,0.3893417790333004
s055,1.3964208914819327,-0.19713706811858753,0.6041033148609161,-0.18457436430655602,2.6434418681736114,2.7434830949247697,2.866922020816522,3.690718624072102,2.2852669642096988
s056,0.5807238761248331,0.08181697835635063,1.0267863035782165,0.5845924494004242,-1.2557291613435275,-1.3886698866183058,-1.300063541458733,-1.0761728366216778,-0.08463951718970229
s058,-0.06939881969748209,-0.9393083844261826,-0.3747415011159899,-0.3776201528453817,-0.724024020954827,-0.49037576028182167,-0.7623879850829494,-0.12279454451628997,1.4557996956417019
s059,0.7536029450508795,-0.632203012160759,1.0045398304878321,0.614755853858315,0.8710914002112754,0.9468948420541776,0.44738201688354146,-0.3611391174592164,-0.5586208134127046
s060,1.0750119182664062,0.6832316657084482,-0.2078929529381082,-0.5163718133578323,-0.19231888056612562,-1.0293522360837122,-0.35913131776078583,-0.9570005501502146,-1.7435740541835028
s062,-0.8850958350560425,-0.31230158271812136,-0.2746323722092609,-1.155835987890091,-0.5467889741585932,-1.2090110613510088,-0.493550206814406,-0.9570005501502146,-1.7435740541835028
s063,0.30070848279263745,0.6064553226420922,0.4669167308050296,0.5996741516293695,0.3393862598225749,0.7672360167868802,0.44738201688354146,0.830583747755939,-0.32163016537230055
s064,-0.22279855691398343,-0.09732782213232488,0.2815294550503448,-0.5706659413842073,-0.19231888056612562,0.7672360167868802,0.17854423877630043,1.1881006071703284,0.03385580683049995
s066,0.390800391952022,0.4375473678961093,2.850997096989723,0.5242656404810232,-1.4329642081397613,-1.2090110613510088,0.44738201688354146,-0.7186559770404469,-1.2695927578183057
s068,0.6269872889351852,1.325593736031316,-0.24126266257368453,-0.6460744525307441,0.6938563534150425,0.9468948420541776,0.8506386842057049,1.307272893808633,0.5078371031956971
s071,-0.04991948798793709,0.21745518443973424,0.6337652789829114,0.4639388315634319,-0.19231888056612562,0.40791836625228667,-0.493550206814406,-0.8378282635119102,0.2708464550130982
s074,0.23740065473552063,0.21233676156915562,-0.24867815360307116,-0.45302866399372804,-1.4329642081397613,-1.0293522360837122,-0.35913131776078583,0.11555002859347768,0.7448277512361009
s076,0.6951649499207838,3.2501207355607917,-2.768091231089085,3.359625659636769,0.3393862598225749,0.7672360167868802,0.985057573420628,0.949756034227402,0.3893417790333004
s080,1.4548588866120284,0.5603895168022788,2.350451452456078,1.8936842029246421,-0.015083833769892245,2.0248477938555824,0.8506386842057049,0.5922391746461714,-0.20313484120990452
s081,-0.7487405130848452,-1.2950387739674767,-0.626868196139603,0.24676231945793164,0.16215121302634114,-1.3886698866183058,-1.1656446524051127,-0.8378282635119102,-1.1510974337981037
s082,-0.8704863362735186,-0.6577951265167228,-1.105167367582864,-0.7275156445703067,-0.5467889741585932,-1.0293522360837122,-1.7033202087808963,-0.8378282635119102,-1.3880880819807022
s085,-1.057974903982089,-0.44538057736698333,-0.7121463429853344,-0.31729334392779035,-0.015083833769892245,-0.3107169348169,-1.5689013197272763,-1.0761728366216778,1.6927903438243002
s087,-0.14001139714732164,2.344159887377792,0.7042124437676451,0.6750826627777159,-0.36955392736235937,-0.8496934108164153,1.5227331297964113,-0.8378282635119102,-1.3880880819807022
s088,-0.4492457880431045,-0.9597820759115677,-0.14486127918053665,-0.5887639840596657,-0.19231888056612562,-0.8496934108164153,-1.300063541458733,-0.9570005501502146,-0.20313484120990452
s090,-0.1254018983647977,0.2609617788434908,0.02569501451092619,1.082288622975529,-1.4329642081397613,-1.3886698866183058,-1.7033202087808963,-1.0761728366216778,-1.1510974337981037
s091,-1.6886182680948592,-0.43770294306034774,-0.9383188194049822,-1.1859993923497916,1.225561493803743,0.40791836625228667,-0.6279690958680262,-0.8378282635119102,-1.5065834060009042
s092,-1.1675461448510183,-0.7166569895337506,-0.6454069237141817,-0.7818097725966818,0.8710914002112754,-1.2090110613510088,0.5818009060984639,0.11555002859347768,-0.4401254893925028
s094,-1.0263209899528,-1.064709744768409,-0.856748418072832,-1.1528196474435781,-0.36955392736235937,-0.3107169348169,-0.09029353949224253,0.5922391746461714,0.5078371031956971
s096,-0.36645862827644266,-1.0519136875911947,-0.00025920409303916374,-1.1045582003102288,1.9345016809886773,-0.6700345855491187,0.17854423877630043,0.47306688817470816,-1.2695927578183057
s097,1.296589316468506,-0.2867094683621576,0.2926526915955369,-0.4831920684516189,-0.36955392736235937,-0.6700345855491187,0.17854423877630043,-0.9570005501502146,0.2708464550130982
s099,0.0986104163015432,-0.7396898924536573,-0.3710337556001844,-1.068362114959312,0.3393862598225749,0.40791836625228667,0.5818009060984639,0.47306688817470816,-0.4401254893925028
s100,1.7787027762917962,1.2181068557384176,1.8869832630738148,0.43377542710373146,-0.9012590677510603,0.5875771915195837,0.3129631278299209,1.0689283206988656,0.8633230753984975
s101,0.5490699620955444,-0.7192162009698075,-0.46372739347752684,0.35836691595719466,0.16215121302634114,1.1265536673214742,0.985057573420628,-0.2419668309877532,0.9818183994186992
s102,2.0928070001160606,1.2283437014795748,0.7783673540704088,-0.30221164169703535,0.16215121302634114,-0.49037576028182167,0.17854423877630043,-0.2419668309877532,-1.1510974337981037
s103,1.815226523248106,0.29167231607003313,0.09984992481368986,-0.748630027692278,1.048326447007509,2.563824269657473,2.598084242709281,2.618168045495251,1.9297809920068985
s105,-0.4541156209715863,-1.625177049152807,-1.0421356938275168,0.11404333983850687,-0.9012590677510603,0.22825954098499013,-0.22471242854586268,-0.0036222578779855435,0.6263324272158987
s106,-0.534467864275468,0.6653171856606553,-0.8233787084372556,-0.5163718133578323,-1.4329642081397613,-1.3886698866183058,-1.7033202087808963,-0.5994836905689841,-1.5065834060009042
s107,-0.39324270937724964,-0.8906833671518475,-0.25238589911887666,-0.25998287545490234,0.5166213066188087,0.5875771915195837,0.8506386842057049,0.47306688817470816,0.2708464550130982
s108,0.9118725151944019,0.7139422029349904,0.17771258063003467,0.4005956821993277,1.5800315873962105,0.22825954098499013,1.657152018850032,-0.8378282635119102,-1.1510974337981037
s109,0.142438912649115,1.453554307808064,0.8451067733415615,1.788112287318405,0.16215121302634114,0.22825954098499013,-0.35913131776078583,-0.3611391174592164,0.7448277512361009
s112,-0.3299348813201328,-0.7396898924536573,-1.2794314067901322,-1.5117641605080419,-0.015083833769892245,0.04860071571769313,-0.493550206814406,0.35389460153640373,0.6263324272158987
s113,-0.29097621789958206,0.06902092117760109,0.6523040065574901,0.418693724874786,0.6938563534150425,0.22825954098499013,-1.0312257631901895,-0.9570005501502146,-0.7956114615953033
s114,1.1699736603528117,1.3486266389512227,0.2815294550503448,-0.24490117322595692,0.8710914002112754,0.9468948420541776,0.8506386842057049,-1.0761728366216778,0.9818183994186992
s117,1.0969261664401921,-1.4153217114375891,0.8654993736729308,0.3040727879308196,-0.9012590677510603,1.3062124925887708,0.04412534956137797,-0.0036222578779855435,2.0482763160271005
s122,0.4979367163567106,0.7088237800644119,0.211082290265611,0.12309236117623605,-0.015083833769892245,-1.3886698866183058,0.04412534956137797,-0.7186559770404469,1.1003137234389013
s123,-0.9581433289686622,1.6071069939407756,-0.2078929529381082,-0.43794696176297304,-0.19231888056612562,-0.13105810954960342,0.3129631278299209,0.830583747755939,0.3893417790333004
s124,3.7144613649762186,-0.767841218245678,1.0490327766686007,1.7458835210744623,0.3393862598225749,1.1265536673214742,0.8506386842057049,-0.9570005501502146,-1.5065834060009042
s125,-0.27393180265281725,0.04342880682317268,0.39646956601807143,0.5061675978055649,-1.4329642081397613,-1.0293522360837122,-1.7033202087808963,-1.0761728366216778,-1.5065834060009042
s126,0.3421020626759683,1.1797186842052398,0.4409625121988399,0.4066283630905439,-1.0784941145472942,-0.49037576028182167,-1.7033202087808963,-1.0761728366216778,1.4557996956417019
s127,1.7787027762917962,2.0216992464990975,1.1083567049103666,1.6825403717103582,-0.19231888056612562,1.3062124925887708,-0.09029353949224253,-0.12279454451628997,0.15235113099289596
s128,0.25201015351804457,1.115738398316098,0.4483780032282265,0.7897035997216824,1.7572666341924434,0.5875771915195837,0.7162197951520844,0.5922391746461714,-1.3880880819807022
s130,-0.5636868618405159,-0.7857556982934708,0.505848058713202,-0.9326267948933745,-1.0784941145472942,0.04860071571769313,-0.35913131776078583,-0.9570005501502146,-0.6771161375751014
s132,0.2763593181546106,1.0440804781203208,0.9711701208522558,0.418693724874786,0.6938563534150425,2.3841654443901765,1.7915709080649542,2.3798234723854836,1.8112856678445024
s133,1.3428527292788581,-0.18945943381195193,-0.4340654293555316,0.07483091404107724,-0.724024020954827,-1.3886698866183058,-1.300063541458733,-0.8378282635119102,-1.032602109777902
s134,-0.12296698190055678,0.42219209928283813,0.7227511713444482,-0.5254208346955614,0.16215121302634114,0.04860071571769313,0.985057573420628,1.1881006071703284,0.03385580683049995
s136,-1.523043948558614,-1.2412953338210275,-0.30429433632903174,0.10801065894548104,-0.724024020954827,0.04860071571769313,-0.7623879850829494,-0.4803114040975209,-1.3880880819807022
s139,-0.33967454717417495,0.6525211284819058,-0.033628913728615505,0.5574453853872366,-1.0784941145472942,-1.2090110613510088,0.04412534956137797,-0.12279454451628997,0.8633230753984975
s140,-0.030440156278392094,0.4912908080425584,-0.7566392891661029,-0.5254208346955614,0.5166213066188087,0.5875771915195837,-0.09029353949224253,0.5922391746461714,-0.5586208134127046
s141,-0.2666270532615552,1.1310936669293692,1.1268954324849454,1.3416939013231621,-1.4329642081397613,-1.2090110613510088,-1.7033202087808963,-0.7186559770404469,-0.5586208134127046
s142,-0.6586486039269215,-0.42746609731765517,0.021987268997345065,1.0611742398535577,-0.5467889741585932,2.7434830949247697,1.5227331297964113,2.260651185914021,2.2852669642096988
s144,-0.5709916112317778,-1.7352231408817622,-1.6761601769034673,-0.8753163264204865,0.8710914002112754,-1.3886698866183058,0.7162197951520844,0.5922391746461714,2.166771640047303
s146,-1.2089397247343492,-0.7038609323565364,0.021987268997345065,-0.3655547910611396,0.8710914002112754,0.40791836625228667,0.5818009060984639,-0.7186559770404469,-1.7435740541835028
s150,0.3810607260965191,-0.5323937661744964,-0.22272393499688145,-0.30522798214354824,-1.4329642081397613,-1.2090110613510088,-0.493550206814406,-0.8378282635119102,-0.20313484120990452
s151,-0.2374080556965074,-0.9674597102182033,-0.7269773250463321,-0.8542019432985152,-0.5467889741585932,0.04860071571769313,0.7162197951520844,2.260651185914021,-0.5586208134127046
s154,0.29583864986561637,-0.5682227262731527,-0.3895724831747632,-0.3685711315076525,0.6938563534150425,0.5875771915195837,0.17854423877630043,0.5922391746461714,0.15235113099289596
s156,1.5936491250460059,-1.192670316545157,0.31860691020172666,1.1395990914466074,-1.2557291613435275,-0.49037576028182167,-1.300063541458733,-0.9570005501502146,1.6927903438243002
s158,-1.0944986509383987,-1.062150533332352,-1.1607835503088244,-0.8602346241915411,-0.015083833769892245,0.22825954098499013,0.3129631278299209,-0.3611391174592164,-1.032602109777902
s160,-0.14244631361010177,2.213640104164987,0.9563391387934826,0.4850532146854032,-1.2557291613435275,-0.8496934108164153,-1.0312257631901895,-0.8378282635119102,0.3893417790333004
s161,0.4541082200091388,-1.0979794934310083,-0.10778382403137918,-0.241884832779444,-0.19231888056612562,-0.6700345855491187,0.7162197951520844,1.426445180280096,-0.7956114615953033
s162,-0.6610835203897016,-0.40699240583380536,-0.58608299547464,-0.6279764098552858,1.225561493803743,2.563824269657473,1.5227331297964113,2.260651185914021,1.4557996956417019
s165,-0.9459687466489184,-0.25088050826503666,-0.6120372140786055,-0.5344698560332907,-0.19231888056612562,-1.2090110613510088,-1.7033202087808963,-0.8378282635119102,-0.9141067856155052
s167,-0.20088430874019753,1.2718502958848668,0.42983927565364777,0.3915466608615985,-0.724024020954827,-1.0293522360837122,-0.493550206814406,-0.8378282635119102,-0.5586208134127046
s168,-0.98736232653371,0.15347489855059257,-0.385864737661182,-0.4500123235472151,0.5166213066188087,0.40791836625228667,0.04412534956137797,0.23472231506494054,0.2708464550130982
s172,0.10104533276432336,0.2635209902795478,-1.105167367582864,-0.8149895175028952,1.7572666341924434,0.40791836625228667,0.8506386842057049,1.0689283206988656,0.5078371031956971
s173,-1.3672092948793324,-1.0160847274925384,-0.326540809419416,-0.6340090907483116,-1.0784941145472942,-0.49037576028182167,-0.7623879850829494,-1.0761728366216778,0.6263324272158987
s175,0.5466350456313035,1.4433174620653715,-0.30058659081322625,-0.19965606653731102,-0.015083833769892245,0.40791836625228667,0.3129631278299209,0.5922391746461714,1.1003137234389013
s177,0.01582325653342063,-0.4325845201882338,0.4798938401070123,-0.3384077270479521,1.048326447007509,-0.6700345855491187,1.2538953515278684,-0.7186559770404469,-1.5065834060009042
s179,-0.6269946898976326,-1.3436637912433471,-0.23755491705787904,-0.23283581144171484,-0.724024020954827,0.5875771915195837,0.7162197951520844,-0.3611391174592164,1.8112856678445024
s180,1.3452876457430991,1.732508354283002,0.07018796069169464,-0.021691980227430803,0.3393862598225749,-0.3107169348169,0.17854423877630043,-0.2419668309877532,1.2188090476012974
s183,-0.09131306787126799,0.13300120706674276,0.27782170953676366,0.35836691595719466,-0.9012590677510603,-0.13105810954960342,-1.5689013197272763,-0.4803114040975209,1.1003137234389013
s184,-0.9776226606782071,-1.1312492420920723,-0.9420265649207877,-1.5811399907633623,-0.5467889741585932,1.1265536673214742,0.44738201688354146,0.11555002859347768,0.7448277512361009
s185,-1.7884498431082858,-1.809440272512061,1.6941804962897433,-0.6641724952062025,-0.36955392736235937,0.9468948420541776,-1.300063541458733,-1.0761728366216778,0.6263324272158987
s186,-0.07913848555298497,0.03319196108048012,-0.8678716546180241,-0.5435188773710198,-1.0784941145472942,-1.0293522360837122,-0.8968068741365695,-0.7186559770404469,0.15235113099289596
s188,-1.6569643540655703,-0.22016997103849428,0.2889449460819558,-1.1317052643234164,-1.2557291613435275,-0.8496934108164153,-0.22471242854586268,-0.9570005501502146,0.6263324272158987
s189,0.897263016411878,1.156685781285333,1.4012686006011672,1.8212920322228088,1.225561493803743,1.1265536673214742,0.3129631278299209,0.830583747755939,-0.08463951718970229
s190,-1.1310223978947085,-1.289920351096898,-1.63537497623628,-1.6595648423564122,-0.724024020954827,-1.3886698866183058,-0.493550206814406,-0.12279454451628997,-0.08463951718970229
s193,0.670815785282757,0.760008008774804,2.076078284342081,0.49108589557661947,-1.0784941145472942,-0.13105810954960342,-1.0312257631901895,-0.9570005501502146,0.5078371031956971
s195,-1.1870254765605635,0.2891131046355115,0.48174771286380286,1.528707008968962,2.111736727784911,2.3841654443901765,1.5227331297964113,1.7839620398613265,1.9297809920068985
s198,-1.3891235430531184,-1.494657265940002,-1.494480646664588,-1.1075745407549322,0.5166213066188087,0.9468948420541776,-0.09029353949224253,0.47306688817470816,0.9818183994186992
s199,-1.5376534473411378,-1.548400706086451,-1.4759419190900092,-2.1813917395000013,1.048326447007509,2.0248477938555824,1.7915709080649542,2.022306612804253,2.4037622882299012
s201,1.2138021567003836,0.7344158944203756,1.325259817541613,0.9103572175586746,-0.724024020954827,-1.0293522360837122,-1.300063541458733,-0.9570005501502146,0.7448277512361009
s202,-1.3112062162120168,-1.2694466596115128,-1.854131961626541,-1.753071396180217,-1.2557291613435275,1.6655301433209895,-1.300063541458733,-0.9570005501502146,2.0482763160271005
s203,1.1772784097440738,0.4964092309146724,0.47433222183441626,0.8741611322077578,0.16215121302634114,-0.6700345855491187,-0.6279690958680262,-0.12279454451628997,-0.20313484120990452
s205,-0.11809714897353572,-0.6014924749342168,-0.09666058748618707,0.672066322331203,0.3393862598225749,0.5875771915195837,-0.09029353949224253,0.5922391746461714,-0.5586208134127046
s207,1.131014996932261,-0.4018739829616914,-1.2794314067901322,-0.30221164169703535,-1.4329642081397613,-1.3886698866183058,-1.300063541458733,-1.0761728366216778,-1.8620693782037048
s208,-1.3087712997492367,-1.627736260588864,-1.1125828586122506,-0.11821487449774842,1.9345016809886773,2.0248477938555824,2.3292464644407382,2.7373403319667147,0.3893417790333004
s210,-1.0920637344741577,-0.8599728299253051,-0.10407607851557368,-0.22981947099520192,-1.0784941145472942,0.5875771915195837,1.2538953515278684,1.6647897533898637,2.4037622882299012
s212,-0.17410022763939056,-0.8650912527958837,1.8461980624088516,0.3824976395238693,0.3393862598225749,-1.0293522360837122,-0.7623879850829494,-0.8378282635119102,0.3893417790333004
s214,-0.5052488667104201,-0.028229113372604583,-0.47855837553630004,-0.5495515582622361,-0.36955392736235937,0.7672360167868802,-0.6279690958680262,-0.8378282635119102,1.1003137234389013
s215,0.8631741859198091,-0.12803835935886723,0.4632089852892241,1.3567756035521077,-0.5467889741585932,-0.49037576028182167,-1.300063541458733,-0.8378282635119102,-1.2695927578183057
s216,1.0457929207013583,2.3723112131682775,2.99374529932043,1.4261514338092378,-1.0784941145472942,-1.3886698866183058,0.44738201688354146,0.5922391746461714,-1.625078730021106
s217,-1.1115430661851635,-0.5221569204333392,-0.46372739347752684,1.0310108353938572,0.8710914002112754,0.7672360167868802,1.3883142407427915,0.830583747755939,0.3893417790333004
s219,0.38836547548778105,1.732508354283002,-0.31170982735841835,0.029585807352431347,1.7572666341924434,0.22825954098499013,1.2538953515278684,0.7114114611176342,0.7448277512361009
s220,3.1714749935585913,-0.8574136184892481,0.7616824992526207,0.17135380830958527,-1.0784941145472942,1.1265536673214742,0.04412534956137797,0.7114114611176342,0.6263324272158987
s221,-0.8875307515188227,-1.2157032194650639,-0.4933893575972977,-0.3776201528453817,-1.4329642081397613,-1.0293522360837122,-1.5689013197272763,-1.0761728366216778,-0.5586208134127046
s222,0.5198509645304965,-0.48888717177073987,-0.40811121075156626,-0.49827377068237394,1.048326447007509,0.22825954098499013,0.5818009060984639,0.35389460153640373,-0.9141067856155052
s223,-0.4492457880431045,1.2385805472222675,0.88959971952233,0.026569466905918427,-1.0784941145472942,-1.0293522360837122,-1.4344824305123531,-1.0761728366216778,0.9818183994186992
s226,-1.8322783394558575,-0.8855649442797335,-2.147043857315117,-1.053280412728557,-1.0784941145472942,1.1265536673214742,0.5818009060984639,0.35389460153640373,1.8112856678445024
s227,-0.15949072885686663,0.596218476900935,-0.1930619708771106,-0.4500123235472151,-0.724024020954827,-0.6700345855491187,-0.6279690958680262,-0.7186559770404469,0.3893417790333004
s228,1.364766977452644,0.4682579051226517,-0.08182960542518945,0.17738648920261113,1.4027965405999767,-1.3886698866183058,0.985057573420628,0.47306688817470816,-1.8620693782037048
s230,0.10835008215558532,-0.33789369707408506,-0.2931710997838396,-0.18457436430655602,-1.4329642081397613,-0.49037576028182167,-0.09029353949224253,-0.8378282635119102,1.6927903438243002
s233,2.2242924891587763,2.0140216121924617,-0.23384717154207355,0.18945185098504363,1.5800315873962105,-0.49037576028182167,2.0604086861721953,2.1414788994425575,-1.8620693782037048
s234,2.6406632044607083,0.5245605567051578,0.31119141917234,0.35233423506416883,-0.015083833769892245,1.3062124925887708,1.657152018850032,2.260651185914021,0.15235113099289596
s235,1.116405498149737,1.7478636228962732,0.9748778663680614,1.6553933076971705,0.16215121302634114,0.04860071571769313,0.04412534956137797,0.35389460153640373,-1.3880880819807022
s236,-1.5620026119791648,-0.9367491729916609,-1.0977518765534773,0.31915449015976505,-1.2557291613435275,-0.3107169348169,-1.300063541458733,-1.0761728366216778,0.3893417790333004
s237,0.5417652127042825,-1.0544728990257164,-0.1967697163929161,0.19850087232277283,0.3393862598225749,0.9468948420541776,0.5818009060984639,0.830583747755939,0.15235113099289596
s240,-0.22766838984246526,-0.4530582116736189,-0.2041852074223027,0.0929289567165356,-0.015083833769892245,1.1265536673214742,0.3129631278299209,1.307272893808633,0.15235113099289596
s241,-0.7414357636935832,0.2993499503766687,0.055356978632921404,0.8892428344367033,0.8710914002112754,-1.0293522360837122,-0.8968068741365695,-0.8378282635119102,-1.1510974337981037
s243,-0.9751877442139663,0.6729948199672909,-0.19862358914970665,-1.1377379452146328,0.3393862598225749,-0.49037576028182167,-1.300063541458733,-0.5994836905689841,-0.32163016537230055
s244,1.2259767390186667,1.5328898623104767,0.6856737161930664,0.6931807054531743,1.048326447007509,0.5875771915195837,0.17854423877630043,-0.9570005501502146,-0.9141067856155052
s245,0.34697189560445013,1.5149753822611487,0.5596103686801477,-0.2750645776838478,1.4027965405999767,0.5875771915195837,0.5818009060984639,0.5922391746461714,-0.5586208134127046
s246,-0.6075153581880877,-0.32253842846081393,0.3556843653531085,0.3282035114974942,2.997911961766079,1.1265536673214742,1.119476462474248,0.7114114611176342,-0.4401254893925028
s247,1.600953874437268,1.0056923065871428,5.442711212019486,3.7065048109169907,-0.5467889741585932,0.7672360167868802,0.7162197951520844,0.47306688817470816,0.15235113099289596
s252,-0.5442075301295101,0.5655079396743927,-0.9902272566151373,-0.8119731770563823,-0.724024020954827,-0.8496934108164153,-0.35913131776078583,-0.9570005501502146,-0.5586208134127046
s256,-0.8290927563887269,-0.4940055946413185,-0.30800208184483724,-0.6340090907483116,-0.36955392736235937,-1.2090110613510088,-0.35913131776078583,-0.8378282635119102,0.5078371031956971
s257,-0.0012211587133442176,-0.4786503260280473,-0.13373804263534453,0.45790615067221563,-0.5467889741585932,-0.6700345855491187,-0.8968068741365695,-0.12279454451628997,0.03385580683049995
s259,0.5003716328209515,2.264824332875379,0.8710609919455269,1.190876879028279,-1.4329642081397613,-0.6700345855491187,-1.7033202087808963,-0.8378282635119102,0.9818183994186992
